,sigma,lam,muj,sigj,env: rf,env: S0
2023-01-20,0.007148295653674257,1.4599013076144738e-10,-2.459299202098976e-11,6.270861194080016e-10,0.00018189517720434978,3972.61
2023-01-27,0.007146080080067283,1.4599019687520492e-10,-2.4593332202784064e-11,6.270861194079949e-10,0.00017886108646547605,4070.56
2023-02-03,0.007133722258003981,1.4729757111103823e-11,-9.981595150140194e-11,3.1354305970398734e-10,0.00017886108646547605,4136.48
2023-02-10,0.007133327306711909,1.0000159201864672e-10,-9.981349391790586e-11,3.1354305970398563e-10,0.0001807576638885866,4090.46
2023-02-17,0.007130695546721407,8.390209550134541e-11,-9.547517072858589e-11,3.012107591915072e-10,0.00017999914123811855,4079.09
2023-02-24,0.007473363824183358,1.8747260371951554e-09,1.8039791486678322e-10,4.29618979240575e-11,0.000181516042177865,3970.04
2023-03-03,0.007472639885325824,1.8747261645362896e-09,1.8040015261622146e-10,1.0000350601096305e-10,0.00018416923014275,4045.64
2023-03-10,0.009611244333606682,3.639046162892768e-10,-1.9417239281018016e-11,2.4066204580370323e-11,0.00018644198605977103,3861.59
2023-03-17,0.010283401820105079,4.2328002205685945e-10,9.315234277369941e-12,3.1249999999999997e-12,0.0001674626262520018,3916.64
2023-03-24,0.00913176943652807,1.883382664272261e-10,5.4093521120215174e-11,4.999999999999999e-11,0.00016632098486990543,3970.99
2023-03-31,0.007465685849695878,1.1535892159993447e-10,-5.1318398761081117e-11,4.999999999999689e-11,0.00018379031143078706,4109.31
2023-04-14,0.006291786961025657,1.1743530415851113e-10,-5.130421516752098e-11,1.0001928899278669e-10,0.00016670156834108774,4137.64
2023-04-21,0.006291704082335167,1.1743689534536508e-10,-5.130423372625194e-11,1.0001943201600322e-10,0.00013115087748549747,4133.52
2023-04-28,0.006257866972848069,1.1744626687803053e-10,-5.128483523916349e-11,1.0001943201600067e-10,0.00016898430614076254,4169.48
2023-05-05,0.006073239072679429,2.9652658757759754e-12,-1.0019400732973284e-10,5.0037079223388225e-11,0.00021587045473081545,4136.25
2023-05-12,0.005715568701343634,1.018335424505399e-10,-9.993276516025907e-11,1.0040516446862997e-10,0.00022338133879551414,4124.08
2023-05-19,0.005459659304578038,1.0354998228887337e-10,-9.978818326070468e-11,1.0103215389305407e-10,0.00021699799022467658,4191.98
2023-05-26,0.005459259640567943,1.0356746426126862e-10,-9.978821376777216e-11,1.010351261553855e-10,0.000232001390587655,4205.45
2023-06-02,0.005459267819232518,1.0356755844573139e-10,-9.978820229354706e-11,1.0103517842259882e-10,0.0002042005349363052,4282.37
2023-06-09,0.00520755731795378,3.0835134414177264e-11,1.4908737086937258e-10,5.0517589211294145e-11,0.0002030693720416199,4298.86
2023-06-16,0.005193984280768696,6.515843525084695e-14,-1.44842435391861e-10,1.821328195459647e-12,0.00020042874257408805,4409.59
2023-06-23,0.00490617646429704,1.0125528349997884e-10,-1.44813087584753e-10,9.999999999999074e-11,0.00020005136690737224,4348.33
2023-06-30,0.0045580846110638605,1.0357014603371949e-10,-1.4481386021018173e-10,1.0000008417695412e-10,0.00020269224637736727,4450.38
2023-07-07,0.004546969842832772,2.7140792498997355e-12,1.1267202886233455e-10,6.197962735320977e-12,0.00020570825281929217,4398.95
2023-07-14,0.004546958995378754,1.0000012130859128e-10,1.1267202797825297e-10,1.0000000003621878e-10,0.00020759209831888725,4505.42
2023-07-21,0.0045468269665896325,1.0000018005483315e-10,1.1267200065598252e-10,1.0000000003621874e-10,0.0002098515379793664,4536.34
2023-07-28,0.004541632450878037,5.712068824049823e-09,4.807464333723322e-11,6.853607281078354e-11,0.0002113571196757924,4582.23
2023-08-04,0.004541587386854984,5.712068824049468e-09,4.8050960539349344e-11,9.999999999999547e-11,0.00021399051964765547,4478.03
2023-08-11,0.004541050193369444,5.71206882404928e-09,4.803821054452484e-11,1.000003007667925e-10,0.00021399051964765547,4464.05
2023-08-18,0.004983987293154231,8.811772131404661e-10,-9.442659695202908e-10,4.4620521493166923e-10,0.0002136144261815076,4369.71
2023-08-25,0.004983966426606572,8.811772281565946e-10,-9.442658018524983e-10,4.462052279117289e-10,0.00021474260011022928,4405.71
2023-09-01,0.0047212186322285075,8.811777172677143e-10,-9.408204370114595e-10,4.4621055566774987e-10,0.0002128621327464053,4515.77
2023-09-08,0.004720509271477452,8.811778364099204e-10,-9.408115944965673e-10,4.4621057261421257e-10,0.0002132382972168667,4457.49
2023-09-15,0.0047221775259099884,7.319590704234022e-10,1.8676959730799083e-09,1.6819518079186706e-09,0.0002128621327464053,4450.32
2023-09-22,0.004896123166025159,7.575216310430107e-10,-1.4392603972814945e-09,2.866715293493732e-09,0.0002132382972168667,4320.06
2023-09-29,0.005549036203297182,1.4505264788404665e-09,-9.074106854447748e-11,1.4310405365235677e-10,0.00021436657762152755,4288.05
2023-10-06,0.005548328658460503,1.4506005894214828e-09,-9.076283879128043e-11,1.4311929647359885e-10,0.00021587045473081545,4308.5
2023-10-13,0.00554831643308872,1.4506005920268918e-09,-9.076244426947145e-11,1.4311929996501587e-10,0.00021624633534500504,4327.78
2023-10-20,0.007433886531684457,1.0569976972571365e-10,-2.9351718302184423e-12,2.870669785326444e-12,0.00021474260011022928,4224.16
2023-10-27,0.007462400040133761,2.2904679864039664e-11,-8.388715688568327e-11,5e-11,0.00021511858712019993,4117.37
2023-11-03,0.0056821791887685415,2.1332632848493603e-09,-2.284970152805375e-11,5.0049923176567006e-11,0.0002136144261815076,4358.34
2023-11-10,0.005324713888011327,2.1334416911279186e-09,-2.3068010405114522e-11,1.0047116338585954e-10,0.0002136144261815076,4415.24
2023-11-17,0.004121795500555981,1.1190847420316336e-09,2.2230329510674634e-09,2.4476985262864812e-11,0.0002132382972168667,4514.02
2023-11-24,0.004121775043426648,1.1190847424399996e-09,2.2230327301134146e-09,1.0000005272451956e-10,0.00021436657762152755,4559.34
2023-12-01,0.004121745892607174,1.1190849589703475e-09,2.2230318412079764e-09,1.0000042610271943e-10,0.00021436657762152755,4594.63
2023-12-08,0.004121758321143346,1.1190849590082801e-09,2.2230318586727642e-09,1.0000065104695401e-10,0.00021399051964765547,4604.37
2023-12-15,0.004115022110979565,1.1190982768071138e-09,2.222349073915551e-09,1.0003122958175878e-10,0.00021399051964765547,4719.19
2023-12-22,0.004113615730480332,7.962873267366442e-10,7.889955678716015e-09,1.4305026312971824e-15,0.00021399051964765547,4754.63
2023-12-29,0.004102974927137414,7.962873763101317e-10,7.888983623236094e-09,1.0000070491179335e-10,0.00021624633534500504,4769.83
2024-01-05,0.0041029249774596835,7.962873913036344e-10,7.88897989220383e-09,1.0000072217524348e-10,0.00021399051964765547,4697.24
2024-01-12,0.004100022455208403,6.550904066661663e-09,-2.5722725514674073e-08,7.467198392366134e-09,0.00021436657762152755,4783.83
2024-01-19,0.004099887519363274,6.550904066661638e-09,-2.5722702995611277e-08,7.467198392366048e-09,0.00021399051964765547,4839.81
2024-01-26,0.004098418663852219,6.550916072970375e-09,-2.572246682933795e-08,7.467198392364941e-09,0.00021399051964765547,4890.97
2024-02-02,0.004098494847220842,1.2170921795123756e-09,2.0891843103838043e-08,1.5086571518124267e-09,0.00021210969726248585,4958.61
2024-02-09,0.004098494847220842,1.2170921795123756e-09,2.0891843103838043e-08,1.5086571518124267e-09,0.00021210969726248585,5026.61
2024-02-16,0.004098324297717639,1.2170921831906612e-09,2.0891827866356056e-08,1.5086571692951677e-09,0.00021173342623526104,5005.57
2024-02-23,0.004098400337202404,1.3135762756301803e-10,-1.0631617936140705e-08,1.4535664817344587e-10,0.00021210969726248585,5088.8
2024-03-01,0.004098106278401362,8.820422410632942e-13,6.9897992154022905e-09,2.9728565339500594e-12,0.00021399051964765547,5137.08
2024-03-08,0.0041285727761916635,2.3352446122524988e-09,-4.0958722513017214e-10,1.192839373333394e-09,0.0002128621327464053,5123.69
2024-03-15,0.0041284801580765045,2.3352446271375796e-09,-4.0958180338690467e-10,1.192839396095867e-09,0.0002132382972168667,5117.09
2024-03-22,0.004130038677449972,4.812872134790201e-09,-2.4220879163922428e-09,4.897793889104944e-09,0.0002128621327464053,5234.18
2024-04-05,0.0041298055667977175,4.812872134787728e-09,-2.4215244162357314e-09,4.897793889101431e-09,0.0002113571196757924,5204.34
2024-04-12,0.006113223954918958,1.3017201087118033e-09,-5.1850727186425204e-11,3.886510893034058e-11,0.00021173342623526104,5123.41
2024-04-19,0.006769925164699012,9.385462118040607e-11,-7.95842786412083e-11,2.8478905299465392e-11,0.00021210969726248585,4967.23
2024-04-26,0.005340725966570973,2.7555571604668104e-09,5.9906475869985286e-12,5.000003814704305e-11,0.00021173342623526104,5099.96
2024-05-03,0.00530361112637263,1.3585344031297299e-09,7.666954844777759e-09,9.04639598715216e-09,0.0002128621327464053,5127.79
2024-05-10,0.004092156442397834,1.4646133854728e-09,-7.4046565878589214e-09,4.210325925583103e-09,0.0002128621327464053,5222.68
2024-05-17,0.004045490544370151,1.4646134338879689e-09,-7.4035047670797235e-09,4.210325936445751e-09,0.00021248593276390615,5303.27
2024-05-24,0.0040279533632957,1.4646137830495408e-09,-7.4031138704443835e-09,4.210524918150854e-09,0.00021474260011022928,5304.72
2024-05-31,0.004027875899628503,1.4646137830495352e-09,-7.4030987146198054e-09,4.210524918150788e-09,0.00021173342623526104,5277.51
2024-06-07,0.00402452183780303,1.8317996265835305e-09,-6.427533348000174e-09,6.623687651815489e-09,0.0002113571196757924,5346.99
2024-06-14,0.004024413618106672,1.8317999260669923e-09,-6.427528915637144e-09,6.6236878930131975e-09,0.0002113571196757924,5431.6
2024-06-21,0.004024423168549949,1.8317999272920865e-09,-6.427528026547791e-09,6.623687893013189e-09,0.00020947505365698227,5464.62
2024-06-28,0.0040367811192278,3.3684826741164888e-09,-8.533217398519446e-12,4.0435653763461157e-10,0.0002113571196757924,5460.48
2024-07-05,0.0040367811192278,3.3684826741164888e-09,-8.533217398519446e-12,4.0435653763461157e-10,0.00021173342623526104,5567.19
2024-07-12,0.004036630173435196,3.3684826741164826e-09,-8.534701683123782e-12,4.043566650147472e-10,0.0002113571196757924,5615.35
2024-07-19,0.005158589082846058,1.4661989525759376e-11,1.1000563896285761e-10,2.5222773304324906e-10,0.00021173342623526104,5505.0
2024-07-26,0.00545694708304185,2.0608105740977043e-11,-3.672398797416398e-10,3.227977287690747e-10,0.00021210969726248585,5459.1
2024-08-02,0.008078258508170693,9.66516932695164e-10,-4.223438667556213e-10,3.363224100099328e-16,0.00021399051964765547,5346.56
2024-08-09,0.007082783087644104,8.690565951998965e-10,1.4351930479045284e-11,5.6057213774350014e-11,0.00021399051964765547,5344.16
2024-08-16,0.00541835744712696,1.5132523447264305e-10,9.719953787544437e-11,3.3124915451486586e-09,0.0002136144261815076,5554.25
2024-08-23,0.005248020094659712,1.5152643953376927e-10,9.712736031295129e-11,3.3125091638719218e-09,0.0002128621327464053,5634.61
2024-08-30,0.004425810011067995,2.7766823659156394e-09,-1.0557797272890528e-10,1.9961423658495238e-09,0.00020909853376172016,5648.4
2024-09-06,0.008015492620167894,3.2157597090900536e-11,3.309775028906029e-11,1.549087548881746e-11,0.0002042005349363052,5408.42
2024-09-13,0.008015493159766629,1.0000007203436662e-10,3.3097755594220545e-11,1e-10,0.00019929650834193957,5626.02
2024-09-20,0.005594191027329559,5.6769689166826036e-09,8.178823773270194e-11,6.073821443725481e-11,0.00018871344643711652,5702.55
2024-09-27,0.005584511048338853,5.67696891668041e-09,8.190389644789396e-11,1.0001040212070889e-10,0.00018984869126059678,5738.17
2024-10-04,0.00568871796121541,1.4063822380224443e-09,6.0065024188966895e-09,1.3750915004642446e-10,0.00019400849074457938,5751.07
2024-10-11,0.005688579215886816,1.406382275538743e-09,6.006489922867103e-09,1.3751410176969369e-10,0.00019249633877160832,5815.03
2024-10-18,0.00568828684561409,1.4063868925666628e-09,6.006483488166895e-09,1.3753404636880562e-10,0.0001906053415035025,5864.67
2024-10-25,0.0068871358797297656,7.970060672090357e-10,3.2716197695707944e-11,1.0684198480109825e-09,0.00018947031225424737,5808.12
2024-11-01,0.008162000097798787,2.855871078619341e-10,6.318194351507804e-12,3.7873019101066883e-10,0.00018416923014275,5728.8
2024-11-08,0.0050106048562681025,1.1482031244745598e-10,6.374299041238783e-11,9.468254775266716e-11,0.0001822742761612428,5995.54
2024-11-15,0.005584932343683604,4.902717280426952e-10,1.1399281222337084e-10,7.425640080669766e-12,0.0001822742761612428,5870.62
2024-11-22,0.004807108411865385,8.892145780203274e-13,4.607315925051603e-10,2.4281068003432817e-11,0.00018303236589400917,5969.34
2024-11-29,0.004807001700868529,1.0000006157257404e-10,4.607313840687574e-10,9.99999999999997e-11,0.00018454811282642147,6032.38
2024-12-06,0.0045302923854171175,2.444584947295606e-09,-1.1535561302198984e-10,5.0308178766257035e-11,0.00017734317432438473,6090.27
2024-12-13,0.0045302896953914006,2.4445849491076563e-09,-1.15355729601238e-10,1.0000006342559362e-10,0.0001720259237441013,6051.09
2024-12-20,0.006511579539828158,1.3623145135058595e-09,3.9767060394114425e-09,2.3009706612674924e-09,0.0001720259237441013,5930.85
2024-12-27,0.006511178355275133,2.984462930978991e-10,-1.3545502151701182e-09,6.392930575152917e-10,0.00017240596275103215,5970.84
2019-01-04,0.006511107385845406,2.9844629361365856e-10,-1.3545497133317842e-09,6.392930630175132e-10,9.411762964850467e-05,2531.94
2019-01-11,0.0065107677935326526,2.984475143969344e-10,-1.3545488023458826e-09,6.392930645205924e-10,9.450517207554299e-05,2596.26
2019-01-18,0.006510524050407993,2.9844756401315155e-10,-1.3545481246040337e-09,6.392930685217381e-10,9.411762964850467e-05,2670.71
2019-01-25,0.006485102260804736,2.9153414847520396e-10,3.718802360200589e-11,1.1397310211641274e-10,9.256708289151483e-05,2664.76
2019-02-01,0.006455653641409811,2.915341527299155e-10,3.7182676250999577e-11,1.1403342375801822e-10,9.450517207554299e-05,2706.53
2019-02-08,0.006447762893038473,2.916592091803827e-10,3.717975876511724e-11,1.1404680634062822e-10,9.52801438660611e-05,2707.88
2019-02-15,0.006447774066694918,2.91659344229804e-10,3.717974762659219e-11,1.1404681648250941e-10,9.52801438660611e-05,2775.6
2019-02-22,0.006417106461338275,6.169291372467831e-09,3.557896937090548e-10,2.8512499845129173e-11,9.52801438660611e-05,2792.67
2019-03-01,0.006416941112046181,6.1692913815937945e-09,3.557892211090956e-10,1.00000214015482e-10,9.566757324419584e-05,2803.69
2019-03-08,0.006417359883471955,2.837286108136247e-09,-3.85093040894867e-09,1.4966631296357839e-12,9.605496495423971e-05,2743.07
2019-03-15,0.005913390297846842,2.8402637630014985e-09,-3.844793319168447e-09,1.0000043931325899e-10,9.644231900329814e-05,2822.48
2019-03-22,0.005912593503221135,2.840263763778265e-09,-3.844773657632981e-09,1.0000044954092968e-10,9.760415525894572e-05,2800.71
2019-03-29,0.005910407469436053,2.8402637644585627e-09,-3.844719702204346e-09,1.000004495409252e-10,9.52801438660611e-05,2834.4
2019-04-05,0.005788544818864485,2.8402637644572595e-09,-3.844968491712236e-09,1.0044824103750753e-10,9.489267681228597e-05,2892.74
2019-04-12,0.0057885570206663494,2.840263803301814e-09,-3.844968063267469e-09,1.0044830445352338e-10,9.450517207554299e-05,2907.41
2019-04-26,0.0057534609264134635,2.8402677514593024e-09,-3.843375928219841e-09,1.0045114597260107e-10,9.489267681228597e-05,2939.88
2019-05-03,0.005723678034689745,2.840268192645388e-09,-3.842398052690397e-09,1.004511946669053e-10,9.489267681228597e-05,2945.64
2019-05-10,0.005723391839221607,2.840268192645387e-09,-3.842397281652222e-09,1.004532534236794e-10,9.489267681228597e-05,2881.4
2019-05-17,0.0057215504056859256,2.8402758830948742e-09,-3.842350495724803e-09,1.0045586871748055e-10,9.37300495240656e-05,2859.53
2019-05-24,0.0057200740790230385,2.8402759109156147e-09,-3.842338706376269e-09,1.004669181322058e-10,9.295477615278713e-05,2826.06
2019-05-31,0.005718697046586568,2.840275910915553e-09,-3.842286731684026e-09,1.0046692841513111e-10,9.217935190308779e-05,2752.06
2019-06-07,0.0057145835940754924,2.8402763091679183e-09,-3.842214524434086e-09,1.0046722023041234e-10,9.024013079850235e-05,2873.34
2019-06-14,0.005713167547500955,2.8402763114077393e-09,-3.842212964829901e-09,1.0047550800541698e-10,8.75236346555841e-05,2886.98
2019-06-21,0.005692849155547876,2.8402763114064915e-09,-3.84175497109331e-09,1.0047560233985724e-10,8.480528519427821e-05,2950.46
2019-06-28,0.005692539483233279,2.8402763114064886e-09,-3.8417446419789366e-09,1.0047568581258567e-10,8.558214573084477e-05,2941.76
2019-07-05,0.005684735115429108,2.840276313678016e-09,-3.841667162620547e-09,1.0047568725490762e-10,8.868807407758084e-05,2990.41
2019-07-12,0.005644045344346817,2.8403840078034086e-09,-3.8413354411780845e-09,1.0080858284127256e-10,8.480528519427821e-05,3013.77
2019-07-19,0.005637296399279806,2.840399524104556e-09,-3.84133754651606e-09,1.0082913075663916e-10,8.286247091815468e-05,2976.61
2019-07-26,0.005635398479952182,1.108129860207241e-08,-9.27515176575688e-09,1.4824252778604888e-08,8.363971031166706e-05,3025.86
2019-08-02,0.005633456048026966,4.830287055154203e-09,8.549750435289156e-09,7.109856189412506e-09,8.286247091815468e-05,2932.05
2019-08-09,0.005633039941521259,4.83028765674313e-09,8.549739666464032e-09,7.109856189412431e-09,8.052984262252316e-05,2918.65
2019-08-16,0.005632483856495073,4.8302880947974576e-09,8.549699030592595e-09,7.1098563836334956e-09,8.052984262252316e-05,2888.68
2019-08-23,0.008237644123607746,4.947241019619919e-10,1.24879848924401e-12,3.0412590932708197e-12,8.130753713309069e-05,2847.11
2019-08-30,0.006334650797720745,1.779915881141958e-09,-5.95848154253996e-12,5.000003092939542e-11,8.24737943578846e-05,2926.46
2019-09-06,0.006327168442650666,1.7799158812557981e-09,-5.861621936703416e-12,1.0001960582815774e-10,8.052984262252316e-05,2978.71
2019-09-13,0.006327108954838225,1.7799158859638436e-09,-5.861838369039418e-12,1.0001964092605291e-10,7.81958479070255e-05,3007.39
2019-09-20,0.006204637498936438,1.7799180964154782e-09,-4.740065028236832e-12,1.0004583919625687e-10,7.663909151545134e-05,2992.07
2019-09-27,0.006202558672396537,1.7799181756753396e-09,-4.738130482150914e-12,1.0004584283321671e-10,7.469229028500557e-05,2961.79
2019-10-04,0.00620226054456158,1.7799182599139357e-09,-4.738881133231636e-12,1.000462077014347e-10,6.806604185438658e-05,2952.01
2019-10-11,0.0062005851582885236,1.1805852356141673e-09,7.17548392592131e-09,4.077651035211359e-11,6.923618085541428e-05,2970.27
2019-10-18,0.006193857051387905,6.6909678821173e-10,1.052257324530011e-09,6.269569972754883e-10,6.884617270408455e-05,2986.2
2019-10-25,0.006058949786899635,6.693487121066073e-10,1.0515356967839999e-09,6.269571240196693e-10,6.806604185438658e-05,3022.55
2019-11-01,0.005568045741085827,6.693487120958915e-10,1.0476877785668827e-09,6.269571240131652e-10,6.221018650132137e-05,3066.91
2019-11-08,0.005571423514473014,6.134880056100905e-10,2.87059965695674e-10,6.053068044818029e-10,6.142875511461199e-05,3093.08
2019-11-15,0.005440639138649264,3.6809039509939776e-10,3.3027398402586207e-09,1.3771947012518292e-09,6.260084472953231e-05,3120.46
2019-11-22,0.005409515276584511,5.424375205787996e-10,1.4405390618955193e-09,4.3767277108684155e-09,6.221018650132137e-05,3110.29
2019-11-29,0.005403426808566844,5.424524449660105e-10,1.4405644766048907e-09,4.37672771251005e-09,6.377258964507249e-05,3140.98
2019-12-06,0.005403567357882167,3.063740176442081e-09,-6.506362682961289e-09,8.202349085150708e-09,5.986543241132125e-05,3145.91
2019-12-13,0.005401643605414775,3.063741254959631e-09,-6.506318890009335e-09,8.202349089112646e-09,6.10379819414586e-05,3168.8
2019-12-20,0.005373803205243593,3.064078943266117e-09,-6.506593979039052e-09,8.202349089111153e-09,6.18194899655311e-05,3221.22
2019-12-27,0.005373001446876059,3.064082018260853e-09,-6.506571865879689e-09,8.202351759703614e-09,6.142875511461199e-05,3240.02
