,sigma,theta,nu,env: rf,env: S0
2023-01-13,0.006927396379165664,0.0007978659397694568,0.0022737186061875846,0.00017772270657090417,3999.09
2023-01-20,0.006926912445122671,0.0007978455559513905,0.0022698592086254094,0.00018189517720434978,3972.61
2023-01-27,0.006925337498807516,0.0007976503366135824,0.002239828587102158,0.00017886108646547605,4070.56
2023-02-03,0.006891185631848826,0.0007965762300265483,0.0021371207361004685,0.00017886108646547605,4136.48
2023-02-10,0.0069546817201533405,0.0007958208438288082,4.631230086705364e-05,0.0001807576638885866,4090.46
2023-02-17,0.006954602626664004,0.0007958217465062715,4.250023329144035e-05,0.00017999914123811855,4079.09
2023-02-24,0.007524116344776098,0.0007870486337374416,0.0008641920051802672,0.000181516042177865,3970.04
2023-03-03,0.00752409036764503,0.0007870482093093537,0.0008640156087198146,0.00018416923014275,4045.64
2023-03-10,0.009624528742737712,0.0007443378344641246,0.0008837709496574203,0.00018644198605977103,3861.59
2023-03-17,0.010285902510076356,0.000741983540720608,7.650523859637894e-05,0.0001674626262520018,3916.64
2023-03-24,0.009803007609768615,0.0007305990661291226,-0.0003473067080815725,0.00016632098486990543,3970.99
2023-03-31,0.0074142071389247804,-0.0055874098166521285,0.020079871968576142,0.00018379031143078706,4109.31
2023-04-14,0.006493156459288582,0.005530823982424124,0.004185045990264543,0.00016670156834108774,4137.64
2023-04-21,0.006493243389045358,0.0055292481632852886,0.004175791468043716,0.00013115087748549747,4133.52
2023-04-28,0.006114940921340682,0.005228871497138926,0.0022604827886675226,0.00016898430614076254,4169.48
2023-05-05,0.00609043664448477,0.005220376215217913,0.0021723458818148065,0.00021587045473081545,4136.25
2023-05-12,0.005640884152509035,0.005071882106431362,-4.6620613640020413e-05,0.00022338133879551414,4124.08
2023-05-19,0.005548337120419213,0.0050655861575132355,0.0012377297452269218,0.00021699799022467658,4191.98
2023-05-26,0.005548189909529735,0.005065522443833679,0.0012357991128655527,0.000232001390587655,4205.45
2023-06-02,0.005221160198975109,0.004982851568597645,-0.0003802498881455451,0.0002042005349363052,4282.37
2023-06-09,0.00521979213212629,0.004982915073434142,-0.0003698162831208359,0.0002030693720416199,4298.86
2023-06-16,0.005219725274005797,0.004982917154874259,-0.000369383925347123,0.00020042874257408805,4409.59
2023-06-23,0.0048762753177529015,0.003638608679198081,0.07188247975472616,0.00020005136690737224,4348.33
2023-06-30,0.00445097978538108,-0.0003242268676436771,0.0715345621773528,0.00020269224637736727,4450.38
2023-07-07,0.004450468820422482,0.005291855854936452,0.06912216525402409,0.00020570825281929217,4398.95
2023-07-14,0.004446764341856081,0.005215958610092553,0.06911682484099879,0.00020759209831888725,4505.42
2023-07-21,0.004445439163201081,0.005196735861370933,0.06911491354254133,0.0002098515379793664,4536.34
2023-07-28,0.004444497186173238,0.005177796185999675,0.06911360181900031,0.0002113571196757924,4582.23
2023-08-04,0.00575777037371775,0.006485639464374114,0.005518082548867375,0.00021399051964765547,4478.03
2023-08-11,0.0056689438421572,0.006351420931083251,0.005234898790150347,0.00021399051964765547,4464.05
2023-08-18,0.00566836163386383,0.006350719939875283,0.005231747546571669,0.0002136144261815076,4369.71
2023-08-25,0.005659741595017527,0.006341332837496434,0.005208667523612005,0.00021474260011022928,4405.71
2023-09-01,0.005197217198699947,0.005824913183421451,0.004218303237726294,0.0002128621327464053,4515.77
2023-09-08,0.005195649950875038,0.005823421783530677,0.004213467930337197,0.0002132382972168667,4457.49
2023-09-15,0.005095633164937168,0.005726931657447144,0.003967024991720516,0.0002128621327464053,4450.32
2023-09-22,0.005420873695964426,0.005589255650235215,6.286898896399962e-05,0.0002132382972168667,4320.06
2023-09-29,0.00542105230602785,0.005589257097810533,6.10994837118786e-05,0.00021436657762152755,4288.05
2023-10-06,0.005420756875084471,0.005587395138270415,-0.00034071444505776494,0.00021587045473081545,4308.5
2023-10-13,0.006109716490657211,-0.0006817396511082386,0.05381329598980729,0.00021624633534500504,4327.78
2023-10-20,0.007448874183550344,0.013419370312733698,0.0009661308400503818,0.00021474260011022928,4224.16
2023-10-27,0.007527139137971998,0.013363972696450227,-0.00028285896970041044,0.00021511858712019993,4117.37
2023-11-03,0.005449292899045121,-0.005507733139889618,0.023481981737032576,0.0002136144261815076,4358.34
2023-11-10,0.0047996582454001915,0.008675985235706132,0.013566287115399733,0.0002136144261815076,4415.24
2023-11-17,0.004519657255999394,0.007044626468701996,0.01267089757503602,0.0002132382972168667,4514.02
2023-11-24,0.00450164925932705,0.006130199860202667,0.012173716639965608,0.00021436657762152755,4559.34
2023-12-01,0.004497441642095713,0.006109664288327989,0.012159969680224593,0.00021436657762152755,4594.63
2023-12-08,0.004496125143347201,0.005284428718615147,0.01168393431437413,0.00021399051964765547,4604.37
2023-12-15,0.004495832512051106,0.005283480058983984,0.01168332813055834,0.00021399051964765547,4719.19
2023-12-22,0.004495492471537294,0.005282218171061175,0.011682547758602831,0.00021399051964765547,4754.63
2023-12-29,0.004496064767933441,-0.006067905222738588,0.004213840616210926,0.00021624633534500504,4769.83
2024-01-05,0.004494752684606594,-0.0060656957664444585,0.004207952831628704,0.00021399051964765547,4697.24
2024-01-12,0.00449012868963791,-0.0060595209756294,0.0041945079538335634,0.00021436657762152755,4783.83
2024-01-19,0.00448557276068628,-0.006053443873364981,0.004179040750175672,0.00021399051964765547,4839.81
2024-01-26,0.0044840949238111934,-0.006051480938503398,0.004174304047645706,0.00021399051964765547,4890.97
2024-02-02,0.004477750032595584,-0.005623560421649339,0.003217185927434235,0.00021210969726248585,4958.61
2024-02-09,0.004476904504728798,-0.005622756137885734,0.0032145779386053373,0.00021210969726248585,5026.61
2024-02-16,0.004473915367257164,-0.005317210557867148,0.002201771130663623,0.00021173342623526104,5005.57
2024-02-23,0.004473649576853681,-0.005317043747914516,0.002200704221292482,0.00021210969726248585,5088.8
2024-03-01,0.004456670887191882,-0.0053064256836952975,0.002135295016429123,0.00021399051964765547,5137.08
2024-03-08,0.004456448276511408,-0.005306240568083076,0.002131296116011267,0.0002128621327464053,5123.69
2024-03-15,0.004456395035787609,-0.0053062053376842395,0.0021309456682717504,0.0002132382972168667,5117.09
2024-03-22,0.004434123016721875,-0.0052926802044405705,0.0020434075381544716,0.0002128621327464053,5234.18
2024-04-05,0.0044341013100010936,-0.005292661185619168,0.002042926883886021,0.0002113571196757924,5204.34
2024-04-12,0.006140243998957446,-0.0051929843823213225,3.960601813761861e-05,0.00021173342623526104,5123.41
2024-04-19,0.006768142139522553,-0.005182886540057364,1.3595224758698456e-06,0.00021210969726248585,4967.23
2024-04-26,0.006747944549455444,-0.005177387769067087,-0.0001117671302436136,0.00021173342623526104,5099.96
2024-05-03,0.006745002092110752,-0.005177973289987766,1.0630698674400896e-06,0.0002128621327464053,5127.79
2024-05-10,0.006645787222404972,-0.005154713396768351,-0.00016541057448670493,0.0002128621327464053,5222.68
2024-05-17,0.004902563723129992,0.0002276419169404849,0.04626341527718951,0.00021248593276390615,5303.27
2024-05-24,0.004865102229653202,4.4222706224320565e-05,0.04588589412113002,0.00021474260011022928,5304.72
2024-05-31,0.004858728988975324,4.3494297085123606e-05,0.045881834730993755,0.00021173342623526104,5277.51
2024-06-07,0.004292142284700488,0.00014254731091635175,0.00506920088884273,0.0002113571196757924,5346.99
2024-06-14,0.00429108154616501,0.00014250562629338542,0.005066991996105536,0.0002113571196757924,5431.6
2024-06-21,0.004288462431216792,0.00014247135901439956,0.005057555972664691,0.00020947505365698227,5464.62
2024-06-28,0.004288462416956168,0.0001424713597419209,0.005057555861095951,0.0002113571196757924,5460.48
2024-07-05,0.004221795632216724,0.0001396714420215703,0.004927686090631596,0.00021173342623526104,5567.19
2024-07-12,0.004219727885960574,0.00013963096217982406,0.0049224388290848575,0.0002113571196757924,5615.35
2024-07-19,0.005184346665033379,0.00019440293074855707,0.0020143235000205486,0.00021173342623526104,5505.0
2024-07-26,0.0055160477043174755,0.00018961880579360918,0.00017657856551680246,0.00021210969726248585,5459.1
2024-08-02,0.008080648048611652,0.00019166400682541518,0.0003501788795270505,0.00021399051964765547,5346.56
2024-08-09,0.007062505036304325,0.00019276450165829493,0.0006712949997011662,0.00021399051964765547,5344.16
2024-08-16,0.0067862128059729245,3.3608562657688556e-07,-0.0010852199162724558,0.0002136144261815076,5554.25
2024-08-23,0.005919424338596605,-0.0003914654659649969,-0.001085166417774516,0.0002128621327464053,5634.61
2024-08-30,0.004779551674915429,-0.03604983433895633,0.0013445285462221135,0.00020909853376172016,5648.4
2024-09-06,0.008015030385942696,-0.027195908737775033,-6.581552273751829e-07,0.0002042005349363052,5408.42
2024-09-13,0.006355311199336093,-0.015559539093555041,-0.0005129325884569938,0.00019929650834193957,5626.02
2024-09-20,0.005235290424468726,-0.014957776640460439,0.01327983211713783,0.00018871344643711652,5702.55
2024-09-27,0.005234142152949226,-0.014948296224943543,0.013271306702714971,0.00018984869126059678,5738.17
2024-10-04,0.005712139277136905,-0.01699147622570549,0.0001960630900518728,0.00019400849074457938,5751.07
2024-10-11,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.00019249633877160832,5815.03
2024-10-18,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.0001906053415035025,5864.67
2024-10-25,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.00018947031225424737,5808.12
2024-11-01,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.00018416923014275,5728.8
2024-11-08,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.0001822742761612428,5995.54
2024-11-15,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.0001822742761612428,5870.62
2024-11-22,0.0057170464610367625,-0.016984662736435594,-0.0009243258819413282,0.00018303236589400917,5969.34
2024-11-29,0.004651866866439148,-0.01595135316366373,0.008435873377405105,0.00018454811282642147,6032.38
2024-12-06,0.0044137161819030706,-0.014257236156145825,0.006327060797445997,0.00017734317432438473,6090.27
2024-12-13,0.004413049658458348,-0.01425234555058617,0.006319661855266503,0.0001720259237441013,6051.09
2024-12-20,0.006379027750403196,-0.022547347738241907,0.005974708185876543,0.0001720259237441013,5930.85
2024-12-27,0.005695619742593693,-0.020533707157738664,-0.00019730961675870786,0.00017240596275103215,5970.84
2019-01-04,0.005139538190345334,0.021269982530860126,0.05803241380543691,9.411762964850467e-05,2531.94
2019-01-11,0.005141851628494071,0.021152862159252415,0.058007938117986116,9.450517207554299e-05,2596.26
2019-01-18,0.005141673040713276,0.02114424091489302,0.058006146592916405,9.411762964850467e-05,2670.71
2019-01-25,0.00513263084184922,0.02070907558906867,0.057915690334538715,9.256708289151483e-05,2664.76
2019-02-01,0.0051321166176287345,0.014065452111881557,-0.003446401718065164,9.450517207554299e-05,2706.53
2019-03-01,0.005127095090417622,0.014074704392479721,-0.003457871554611792,9.566757324419584e-05,2803.69
2019-03-08,0.00512144905993087,0.014085025177508901,-0.0034697152547452014,9.605496495423971e-05,2743.07
2019-03-15,0.005121381557087363,0.014085150591940522,-0.0034698829466842927,9.644231900329814e-05,2822.48
2019-03-22,0.0051208160589386225,0.014086176529276104,-0.00347088370705553,9.760415525894572e-05,2800.71
2019-03-29,0.00512077902588563,0.014086280384115737,-0.0034710132277622017,9.52801438660611e-05,2834.4
2019-04-05,0.005120402626503901,0.014086978768987918,-0.0034719207315262956,9.489267681228597e-05,2892.74
2019-04-26,0.005119178148149106,0.014089359211061116,-0.003474558768225559,9.489267681228597e-05,2939.88
2019-05-03,0.005116751608193465,0.01409308297744345,-0.003470931685728374,9.489267681228597e-05,2945.64
2019-05-17,0.005116751608193465,0.01409308297744345,-0.003470931685728374,9.37300495240656e-05,2859.53
2019-05-24,0.005116425076046724,0.014093683094915238,-0.0034715562403289375,9.295477615278713e-05,2826.06
2019-05-31,0.004341173329688506,-0.0018728561296911177,0.029009322574314624,9.217935190308779e-05,2752.06
2019-06-07,0.004341154755363195,-0.001872797872303414,0.029009301077356196,9.024013079850235e-05,2873.34
2019-06-14,0.0043408719171024995,-0.0018718987551682913,0.029009011251889993,8.75236346555841e-05,2886.98
2019-06-21,0.0043363072672581195,-0.0018571501753090172,0.02900473018334437,8.480528519427821e-05,2950.46
2019-06-28,0.004334902552836959,-0.0018526180673243294,0.029003183431871152,8.558214573084477e-05,2941.76
2019-07-05,0.004333665653081634,-0.001848789384859107,0.029002192997281857,8.868807407758084e-05,2990.41
2019-07-12,0.004333259799545959,-0.0018475396521940282,0.029001871200114618,8.480528519427821e-05,3013.77
2019-07-19,0.004332261213161172,-0.001842881648693697,0.029000564140577858,8.286247091815468e-05,2976.61
2019-07-26,0.004327716392396463,-0.0018288972338070372,0.02899703841746661,8.363971031166706e-05,3025.86
2019-08-02,0.00432696473674606,-0.0018218627505054603,0.028994449588189274,8.286247091815468e-05,2932.05
2019-08-09,0.004326652366464478,-0.0018208930493439893,0.028994100036042275,8.052984262252316e-05,2918.65
2019-08-16,0.004320803889082215,0.009595484363097175,0.015109642859170226,8.052984262252316e-05,2888.68
2019-08-23,0.008260184705269619,0.011755570069018968,0.0019255408730329431,8.130753713309069e-05,2847.11
2019-08-30,0.0077662247166014825,0.011559852383617368,2.350150831271513e-05,8.24737943578846e-05,2926.46
2019-09-06,0.00773871723903208,0.011560552339679939,-0.00023452048591750003,8.052984262252316e-05,2978.71
2019-09-13,0.006117871186010482,-0.0030604687849699144,0.07231318266687158,7.81958479070255e-05,3007.39
2019-09-20,0.006117338858610213,-0.0030568810481457357,0.07231285962040222,7.663909151545134e-05,2992.07
2019-09-27,0.005872037565770832,0.013348139044669848,0.05772563174966487,7.469229028500557e-05,2961.79
2019-10-04,0.0058686019143684215,0.01326548818390844,0.05771318644036965,6.806604185438658e-05,2952.01
2019-10-11,0.005867720031048439,0.013244304147245695,0.05770995842427848,6.923618085541428e-05,2970.27
2019-10-18,0.005867303803631687,0.013173312575219934,0.057699706220372265,6.884617270408455e-05,2986.2
2019-10-25,0.005550498370269178,-0.010106826297957934,0.05255757122502551,6.806604185438658e-05,3022.55
2019-11-01,0.005145257224581108,0.010587593464134158,0.0474918162479175,6.221018650132137e-05,3066.91
2019-11-08,0.005144177178469362,0.010565740101195886,0.04748868367080371,6.142875511461199e-05,3093.08
2019-11-15,0.00514225620346967,0.007501841849205023,0.04704851475664047,6.260084472953231e-05,3120.46
2019-11-22,0.005119828968435525,0.007181784885124515,0.04700931249382586,6.221018650132137e-05,3110.29
2019-11-29,0.0051191572885068235,0.007172390814957976,0.04700815627320032,6.377258964507249e-05,3140.98
2019-12-06,0.0051195843945521565,0.007160561818500303,0.04700666460602107,5.986543241132125e-05,3145.91
2019-12-13,0.005119124972235088,-0.014027631519302357,0.04352016619804611,6.10379819414586e-05,3168.8
2019-12-20,0.005119325093846167,-0.0007785753048068518,0.010971872297417733,6.18194899655311e-05,3221.22
2019-12-27,0.005119000233067544,-0.00077829141303774,0.010970986936072699,6.142875511461199e-05,3240.02
